Country,Commodity,Value,Measurement Unit,Annotation,Year
118,1005,200000,Mt,*,1982
118,1005,200000,Mt,*,1984
118,1005,200000,Mt,*,1986
118,1005,310000,Mt,*,1988
118,1005,400000,Mt,*,1990
118,1005,280000,Mt,*,1992
118,1005,497000,Mt,R,1994
118,1005,468000,Mt,R,1996
118,1005,600000,Mt,R,1998
118,1005,703000,Mt,_,2000
118,1005,61000,Mt,_,2002
118,1005,50000,Mt,_,2004
118,1005,0,Mt,_,2006
118,1005,0,Mt,_,2008
118,1002,0,Mt, ,1978
118,1002,0,Mt,_,1980
118,1002,0,Mt,F,1982
118,1002,0,Mt,F,1984
118,1002,0,Mt,F,1986
118,1002,0,Mt,_,1988
118,1002,0,Mt,_,1990
118,1002,0,Mt,_,1992
118,1002,0,Mt,_,1994
118,1002,0,Mt,_,1996
118,1002,0,Mt,_,1998
118,1002,0,Mt,_,2000
118,1002,0,Mt,_,2002
118,1002,0,Mt,_,2004
118,1002,0,Mt,_,2006
118,1002,0,Mt,_,2008
118,1004,0,Mt,,1978
118,1004,0,Mt,,1980
118,1004,0,Mt,,1982
118,1004,0,Mt,,1984
118,1004,0,Mt,,1986
118,1004,0,Mt,,1988
118,1004,0,Mt,,1990
118,1004,0,Mt,,1992
118,1004,0,Mt,,1994
118,1004,0,Mt,_,1996
118,1004,0,Mt,_,1998
118,1004,0,Mt,_,2000
118,1004,0,Mt,_,2002
118,1004,0,Mt,_,2004
118,1004,0,Mt,_,2006
118,1004,0,Mt,_,2008
118,100820,0,Mt,,1978
118,100820,0,Mt,,1980
118,100820,0,Mt,,1982
118,100820,0,Mt,,1984
118,100820,0,Mt,,1986
118,100820,0,Mt,,1988
118,100820,0,Mt,,1990
118,100820,0,Mt,,1992
118,100820,0,Mt,,1994
118,100820,0,Mt,_,1996
118,100820,0,Mt,_,1998
118,100820,0,Mt,_,2000
118,100820,0,Mt,_,2002
118,100820,0,Mt,_,2004
118,100820,0,Mt,_,2006
118,100820,0,Mt,_,2008
118,1007,0,Mt, ,1978
118,1007,300,Mt,R,1980
118,1007,0,Mt,_,1982
118,1007,0,Mt,F,1984
118,1007,0,Mt,F,1986
118,1007,0,Mt,_,1988
118,1007,0,Mt,_,1990
118,1007,0,Mt,_,1992
118,1007,0,Mt,_,1994
118,1007,0,Mt,_,1996
118,1007,0,Mt,_,1998
118,1007,0,Mt,_,2000
118,1007,0,Mt,_,2002
118,1007,0,Mt,_,2004
118,1007,0,Mt,_,2006
118,1007,0,Mt,_,2008
118,100890,0,Mt, ,1978
118,100890,0,Mt,_,1980
118,100890,0,Mt,_,1982
118,100890,300,Mt,R,1984
118,100890,0,Mt,_,1986
118,100890,0,Mt,_,1988
118,100890,0,Mt,_,1990
118,100890,0,Mt,_,1992
118,100890,0,Mt,_,1994
118,100890,0,Mt,_,1996
118,100890,0,Mt,_,1998
